Vessel Name: AS_P25
Date Time	Elapsed	A1	B1	C1	D1	A2	B2	C2	D2	A3	B3	C3	D3	A4	B4	C4	D4	A5	B5	C5	D5	B6	C6	D6
2/13/2023 6:00:00 PM	47	1.677658E+07	1.55674E+07	1.636445E+07	1.640996E+07	1.473989E+07	1.094298E+07	1.418276E+07	1.622152E+07	1.391059E+07	1.110207E+07	1.099137E+07	1.388917E+07	9504871	8044034	8016211	9700776	1.544523E+07	1.057313E+07	1.159236E+07	1.472997E+07	1.372135E+07	1.392535E+07	1.973557E+07
2/13/2023 8:00:00 PM	49	1.657216E+07	1.55417E+07	1.599544E+07	1.607691E+07	1.483866E+07	1.132264E+07	1.476629E+07	1.655314E+07	1.477256E+07	1.168798E+07	1.151933E+07	1.455767E+07	9348308	7855732	7881114	9693571	1.538127E+07	1.07042E+07	1.162644E+07	1.525453E+07	1.419348E+07	1.423296E+07	2.075596E+07
2/13/2023 10:00:00 PM	51	1.629731E+07	1.517796E+07	1.568635E+07	1.572148E+07	1.513165E+07	1.139004E+07	1.495774E+07	1.700791E+07	1.568455E+07	1.208359E+07	1.205918E+07	1.498712E+07	9055822	7713489	7707383	9443122	1.563081E+07	1.089553E+07	1.189042E+07	1.551905E+07	1.473711E+07	1.492838E+07	2.17891E+07
2/14/2023 12:00:00 AM	53	1.613265E+07	1.486249E+07	1.533792E+07	1.522479E+07	1.513707E+07	1.139289E+07	1.515931E+07	1.693847E+07	1.627545E+07	1.252477E+07	1.262467E+07	1.573682E+07	8982046	7488894	7547305	9363526	1.558715E+07	1.082427E+07	1.201763E+07	1.593298E+07	1.543968E+07	1.565058E+07	2.277883E+07
2/14/2023 2:00:00 AM	55	1.589416E+07	1.452884E+07	1.516893E+07	1.470672E+07	1.523891E+07	1.130852E+07	1.530593E+07	1.720639E+07	1.697881E+07	1.292556E+07	1.32542E+07	1.643699E+07	8922284	7282882	7510786	8962868	1.560228E+07	1.09231E+07	1.240712E+07	1.62484E+07	1.602934E+07	1.630666E+07	2.363089E+07
2/14/2023 4:00:00 AM	57	1.60347E+07	1.405452E+07	1.458642E+07	1.466277E+07	1.516935E+07	1.113745E+07	1.53695E+07	1.723009E+07	1.739646E+07	1.337407E+07	1.367857E+07	1.664406E+07	8603649	7191141	7376089	9248885	1.571423E+07	1.072187E+07	1.25042E+07	1.644656E+07	1.656026E+07	1.686216E+07	2.431685E+07
2/14/2023 6:00:00 AM	59	1.602847E+07	1.374257E+07	1.431994E+07	1.424576E+07	1.495014E+07	1.087017E+07	1.52826E+07	1.708654E+07	1.803433E+07	1.361602E+07	1.404804E+07	1.735416E+07	8580401	6950128	7317544	9018820	1.608742E+07	1.081409E+07	1.263702E+07	1.664075E+07	1.698538E+07	1.748383E+07	2.521946E+07
2/14/2023 8:00:00 AM	61	1.584032E+07	1.33188E+07	1.421529E+07	1.389661E+07	1.458721E+07	1.051259E+07	1.529846E+07	1.672336E+07	1.853685E+07	1.400754E+07	1.460137E+07	1.796922E+07	8517653	6733100	7246385	8857777	1.583847E+07	1.090459E+07	1.257234E+07	1.67179E+07	1.7417E+07	1.807179E+07	2.588708E+07
2/14/2023 10:00:00 AM	63	1.579945E+07	1.330116E+07	1.410866E+07	1.37945E+07	1.437507E+07	9870622	1.47765E+07	1.65876E+07	1.90076E+07	1.436728E+07	1.481614E+07	1.842467E+07	8363524	6683456	7132978	8738947	1.566743E+07	1.083715E+07	1.263228E+07	1.657004E+07	1.781399E+07	1.850318E+07	2.648761E+07
2/14/2023 12:00:00 PM	65	1.582578E+07	1.337315E+07	1.379871E+07	1.359675E+07	1.41848E+07	9645831	1.454736E+07	1.612418E+07	1.937992E+07	1.473073E+07	1.51557E+07	1.856089E+07	8340531	6748296	7035237	8537046	1.552762E+07	1.050257E+07	1.266645E+07	1.665736E+07	1.828351E+07	1.888599E+07	2.739624E+07
2/14/2023 4:00:00 PM	69	1.565641E+07	1.329998E+07	1.358419E+07	1.322878E+07	1.393149E+07	9428450	1.378239E+07	1.560628E+07	2.040181E+07	1.538273E+07	1.584706E+07	1.960042E+07	8160283	6716367	6997152	7863741	1.507575E+07	1.02739E+07	1.220832E+07	1.635415E+07	1.905001E+07	2.027444E+07	2.91224E+07
2/14/2023 6:00:00 PM	71	1.543963E+07	1.30267E+07	1.334702E+07	1.297159E+07	1.382175E+07	9131992	1.313177E+07	1.538903E+07	2.072802E+07	1.53118E+07	1.590708E+07	1.956285E+07	8101298	6584645	6952037	7609416	1.475467E+07	1.021351E+07	1.185936E+07	1.625148E+07	1.926013E+07	2.066884E+07	2.919326E+07
2/14/2023 8:00:00 PM	73	1.542906E+07	1.278456E+07	1.304356E+07	1.293976E+07	1.334385E+07	8845841	1.278999E+07	1.500916E+07	2.086298E+07	1.513136E+07	1.611114E+07	1.964878E+07	7867399	6416183	6632092	7499978	1.454422E+07	9703849	1.171499E+07	1.579995E+07	1.942664E+07	2.104889E+07	2.951637E+07
2/14/2023 10:00:00 PM	75	1.511793E+07	1.240478E+07	1.268683E+07	1.276104E+07	1.327201E+07	8565491	1.252052E+07	1.486585E+07	2.126113E+07	1.516344E+07	1.593812E+07	1.986592E+07	7740145	6374363	6570425	7365054	1.42636E+07	9673314	1.1369E+07	1.561764E+07	1.95463E+07	2.125255E+07	3.005834E+07
2/15/2023 12:00:00 AM	77	1.480552E+07	1.242193E+07	1.245135E+07	1.239609E+07	1.322158E+07	8291409	1.2216E+07	1.466594E+07	2.155319E+07	1.535094E+07	1.586336E+07	1.997497E+07	7661114	6279125	6405857	7253286	1.395195E+07	9483249	1.123628E+07	1.527742E+07	1.964156E+07	2.138015E+07	3.032987E+07
2/15/2023 2:00:00 AM	79	1.453561E+07	1.218598E+07	1.22031E+07	1.203288E+07	1.315968E+07	8330204	1.206232E+07	1.463728E+07	2.176901E+07	1.542188E+07	1.591071E+07	2.017424E+07	7539525	6076491	6387026	7015291	1.374801E+07	9273337	1.102767E+07	1.522783E+07	1.986291E+07	2.120853E+07	3.0396E+07
2/15/2023 4:00:00 AM	81	1.447827E+07	1.198099E+07	1.205274E+07	1.175874E+07	1.306327E+07	8302837	1.187632E+07	1.487432E+07	2.224724E+07	1.553266E+07	1.589093E+07	2.03853E+07	7265911	6000407	6457144	6900041	1.362436E+07	9086760	1.076047E+07	1.512679E+07	2.011428E+07	2.124302E+07	3.057308E+07
2/15/2023 6:00:00 AM	83	1.422296E+07	1.165426E+07	1.178473E+07	1.163524E+07	1.319087E+07	8145132	1.172E+07	1.500882E+07	2.262103E+07	1.57404E+07	1.615106E+07	2.080765E+07	7056569	5880647	6301677	6900731	1.367209E+07	9072223	1.04827E+07	1.47279E+07	2.041731E+07	2.113412E+07	3.060347E+07
2/15/2023 8:00:00 AM	85	1.385293E+07	1.155356E+07	1.158356E+07	1.136252E+07	1.334828E+07	8177631	1.157586E+07	1.484255E+07	2.340254E+07	1.59873E+07	1.630378E+07	2.102788E+07	6940334	5764997	6139383	6814345	1.352469E+07	8999208	1.035261E+07	1.471993E+07	2.069297E+07	2.133854E+07	3.083345E+07
2/15/2023 10:00:00 AM	87	1.359037E+07	1.135712E+07	1.146232E+07	1.122522E+07	1.335903E+07	7967948	1.133681E+07	1.454732E+07	2.385917E+07	1.62274E+07	1.628843E+07	2.132174E+07	6690005	5690818	6035691	6687194	1.355196E+07	8967680	1.032001E+07	1.476335E+07	2.09917E+07	2.136792E+07	3.098995E+07
